test_id,beta,j,r,tau_c,n_tau,phi_over_pi,phi,k2_real,k2_imag,k4_real,k4_imag,p0_analytic,p1_analytic,p2_analytic,p0_mc,p1_mc,p2_mc,p0_mc_std,p1_mc_std,p2_mc_std,trace_distance,trace_distance_std,max_abs_error,max_abs_error_std,imag_leakage,imag_leakage_std,phase_replicas,mc_M_per_rep,mc_M_total
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.5,1.5707963267948966,2.7554552980815448e-17,-0.45,2.7554552980815448e-17,0.45,0.058947250870566965,0.16356658048781977,0.7774861686416132,0.05910062918530031,0.1635888399217377,0.777310530892962,0.0009579185752881502,0.00198327799372195,0.0027700741657422385,0.0021903815888512797,0.0016060924094704046,0.002190381588851284,0.0016060924094704132,0.015332094129751478,0.007318146955605329,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.5250000000000001,1.6493361431346418,-0.035306593077530396,-0.44861280017990757,-0.035306593077530396,0.44861280017990757,0.05341798250996769,0.16518186132709214,0.7814001561629401,0.05333367298366063,0.16513011202144592,0.7815362149948935,0.0005482550257390945,0.0019386293943411824,0.0024433929981441042,0.002116486668529377,0.0010103140264735352,0.0021164866685293797,0.0010103140264735438,0.014451339752561385,0.00709999135677127,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.55,1.7278759594743864,-0.07039550926810396,-0.44445975326781195,-0.07039550926810396,0.44445975326781195,0.048553872956926446,0.16801169957785575,0.7834344274652179,0.0481406984864177,0.16683776176631018,0.7850215397472722,0.000872979823542043,0.0024941320698395634,0.0033027903527241133,0.002916726625872262,0.002067536708140201,0.002916726625872254,0.0020675367081402036,0.01016673170010243,0.005707394863941911,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.5750000000000002,1.8064157758141317,-0.10505041373515771,-0.4375664641789544,-0.10505041373515771,0.4375664641789544,0.044294357789683124,0.17210782997386365,0.7835978122364533,0.04457541665330015,0.17292861118051273,0.782495972166187,0.000737024092169947,0.0025902293694036525,0.0033207853075052085,0.002439532416112617,0.0024009704688807707,0.0024395324161126304,0.0024009704688807954,0.009668026749761995,0.005662366760333564,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.6000000000000001,1.884955592153876,-0.1390576474687264,-0.4279754323328191,-0.1390576474687264,0.4279754323328191,0.040579460452864834,0.17753358239928796,0.7818869571478472,0.04031522938930283,0.1763646066342619,0.7833201639764352,0.00045063756445166335,0.0022837309067074325,0.0027251131610417944,0.002735079583996131,0.0011818248832274384,0.002735079583996125,0.0011818248832274477,0.014495749422059969,0.009304421168522098,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.625,1.9634954084936207,-0.17220754456429038,-0.415745789630079,-0.17220754456429038,0.415745789630079,0.03735166801752487,0.1843631350415033,0.7782851969409719,0.037473344766772276,0.18499254306107282,0.777534112172155,0.0006394166777156508,0.0028729902692754155,0.0035096758280047592,0.0023072656528340192,0.0026513573224721206,0.0023072656528340175,0.002651357322472137,0.022011770484868427,0.012503506302088782,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.6500000000000001,2.042035224833366,-0.2042957248827962,-0.40095293588476544,-0.2042957248827962,0.40095293588476544,0.03455714200374826,0.19267995767891077,0.772762900317341,0.03469488681889049,0.1934492683435543,0.7718558448375552,0.0005357141225168235,0.0029841473403692544,0.003519115814533934,0.0028772417265754582,0.002024903129517689,0.002877241726575447,0.002024903129517683,0.010746192792792679,0.009443096965417296,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.675,2.1205750411731104,-0.23512435412217697,-0.3836880739593415,-0.23512435412217697,0.3836880739593415,0.03214640520454341,0.2025742437610812,0.7652793510343754,0.032225362708173874,0.20309375055398488,0.7646808867378413,0.0006466844810861253,0.004129149888409858,0.004775776954993394,0.0038824330776928992,0.002541240703742841,0.003882433077692904,0.002541240703742843,0.01289784020284247,0.009355606814903872,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.7000000000000002,2.1991148575128556,-0.264503363531613,-0.36405764746872626,-0.264503363531613,0.36405764746872626,0.030074635904525405,0.21413912140725652,0.755786242688218,0.030194222170614394,0.21485790479088132,0.7549478730385044,0.0005831672422180658,0.004190493667672206,0.0047716576421170005,0.0038902684893715976,0.0025949779999880447,0.0038902684893715954,0.002594977999988051,0.01225471277693765,0.0073360718213686,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.7250000000000001,2.2776546738526005,-0.29225162174858277,-0.3421826845200138,-0.29225162174858277,0.3421826845200138,0.028301684069723214,0.22746545502778573,0.744232860902491,0.028443554035827656,0.22865370640497767,0.7429027395591947,0.0003813720771634517,0.003283747437909993,0.003651432774053202,0.0029666246457620803,0.0023494742135531928,0.0029666246457620725,0.0023494742135531923,0.013156038924061225,0.009854509529549565,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.75,2.356194490192345,-0.31819805153394637,-0.3181980515339464,-0.31819805153394637,0.3181980515339464,0.026791904741719032,0.24263511791541445,0.7305729773428665,0.0266465645580349,0.24142139757334985,0.7319320378686152,0.0004570854840924363,0.003696066199104346,0.004136215430889334,0.0033807808722659412,0.0025426427058276445,0.0033807808722659317,0.0025426427058276493,0.009276079611058603,0.004499886332242364,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.7750000000000001,2.43473430653209,-0.34218268452001405,-0.29225162174858255,-0.34218268452001405,0.29225162174858255,0.025513884938014757,0.2597127486679167,0.7147733663940685,0.025626851280485703,0.2609094531350694,0.7134636955844449,0.0003469378138118395,0.004064269379956048,0.004376447844831844,0.003216895107716022,0.0031027806135318675,0.0032168951077160223,0.0031027806135318628,0.014262495863916804,0.007750912000613602,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.8,2.5132741228718345,-0.3640576474687263,-0.26450336353161297,-0.3640576474687263,0.26450336353161297,0.02444012331783643,0.27873621204219695,0.6968236646399667,0.024432694833453752,0.2782136080227442,0.6973536971438019,0.00030295259470483165,0.0029930673624794656,0.0032719421460020892,0.0029366816412498753,0.0011980911944395193,0.002936681641249872,0.0011980911944395268,0.014232550667752766,0.009753408358356046,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.8250000000000002,2.5918139392115798,-0.38368807395934157,-0.23512435412217686,-0.38368807395934157,0.23512435412217686,0.023546707136178843,0.29970626572526193,0.6767470271385593,0.02367513068094607,0.30116963832492966,0.6751552309941242,0.00030073115204976296,0.0038879822288729253,0.004092696320207766,0.003650696007828353,0.0021889896724954917,0.0036506960078283744,0.002188989672495495,0.013064524284912917,0.005133272806935467,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.8500000000000001,2.6703537555513246,-0.4009529358847656,-0.2042957248827959,-0.4009529358847656,0.2042957248827959,0.022813018329474535,0.32257626366645453,0.6546107180040709,0.022706787930480823,0.3198317401165401,0.6574614719529791,0.00031343035907890486,0.005741025096303594,0.006013122030165945,0.004791504378798458,0.00443644795271295,0.0047915043787984555,0.004436447952712953,0.016708353660544215,0.006228953926848561,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.875,2.748893571891069,-0.415745789630079,-0.17220754456429047,-0.415745789630079,0.17220754456429047,0.02222148940526043,0.3472430490026072,0.6305354615921324,0.02217587449437637,0.347845518375952,0.6299786071296716,0.0003260035410271132,0.004985901938619552,0.005266197036047753,0.004068129124377191,0.0031243436743545977,0.0040681291243772014,0.0031243436743546055,0.012156465781715826,0.006403043621781663,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.9000000000000001,2.8274333882308142,-0.42797543233281915,-0.1390576474687262,-0.42797543233281915,0.1390576474687262,0.021757419637694536,0.3735404201004529,0.6047021602618524,0.02173633301447182,0.374055026056289,0.6042086409292392,0.00028174745589100534,0.005782152764511488,0.0060018513326148895,0.0044406307128813435,0.0037924424379148767,0.004440630712881355,0.003792442437914859,0.011922294105552244,0.0037107770646615554,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.925,2.9059732045705586,-0.43756646417895445,-0.10505041373515749,-0.43756646417895445,0.10505041373515749,0.021408852721959165,0.40123659014005897,0.5773545571379819,0.02155642645356371,0.4002038487470895,0.5782397247993468,0.00017659401339581982,0.0056295660890386375,0.005620444942423004,0.004337294522490588,0.0034901450030950607,0.004337294522490598,0.0034901450030950672,0.012341632743320492,0.004804853249258285,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.9500000000000002,2.984513020910304,-0.444459753267812,-0.07039550926810374,-0.444459753267812,0.07039550926810374,0.021166508840226087,0.43003681528384435,0.5487966758759295,0.02106355394118587,0.4295492382101294,0.5493872078486846,0.00016958461956694885,0.006146953467971589,0.006233738202263664,0.005255576080779129,0.003002034800554162,0.00525557608077914,0.0030020348005541857,0.013198877454249658,0.009440369859166875,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,0.9750000000000001,3.0630528372500487,-0.44861280017990757,-0.035306593077530084,-0.44861280017990757,0.035306593077530084,0.02102375785443294,0.45959180364491514,0.5193844385006519,0.021028024313972722,0.45972061234430683,0.5192513633417205,0.00020376528696011364,0.004358166375600753,0.004361337760701013,0.003857126516216727,0.001743576567325457,0.003857126516216719,0.001743576567325443,0.0170879423759727,0.00761775995894602,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,1.0,3.141592653589793,-0.45,-5.5109105961630896e-17,-0.45,5.5109105961630896e-17,0.020976617104811728,0.48951169144759404,0.48951169144759427,0.021010921510236664,0.49095237955922927,0.48803669893053414,0.0002479435884951183,0.004573675835990052,0.004663341291731761,0.003200755154610685,0.003600129705879518,0.0032007551546106793,0.0036001297058795324,0.01604599568947667,0.006928607207223506,10,18000,180000
